name,description,price,display
Lenovo LEGION5 15ARH05-82B50045TA Black,"Lenovo LEGION 5 15ARH05-82B50045TA โน๊ตบุ๊คเกมมิ่งสไตล์มินิมอล เรียบๆ แต่แฝงขุมพลังขนาดใหญ่ไว้ภายใน ติดตั้ง CPU AMD Ryzen 5 4600H, RAM 8GB ทำงานได้สบายๆ ไม่ติดขัด พร้อมการ์ดจอ NVIDIA GeForce GTX 1650Ti เล่นเกมใหม่ๆ ปรับกราฟิกต่ำ - กลาง เล่นได้ลื่น เสริมด้วยระบบเสียงจาก Harman Kardon และระบบเสียง Dolby Atmos สำหรับหูฟัง โน๊ตบุ๊ค Lenovo LEGION 5 15ARH05 มีจอภาพ Full HD 15.6 นิ้ว 144Hz ให้ภาพรายละเอียดสูง นำเสนอเฟรมเรทได้สูง มีค่าสี sRGB 100% ใช้ทำงานกราฟิกได้ด้วย ใช้ SSD M.2 NVMe 512GB เก็บข้อมูล ใช้งานได้เร็วตั้งแต่เปิดเครื่อง ตัวเครื่องมี Window 10 Home พร้อมใช้ รองรับการเชื่อมต่อไร้สายยุคใหม่ Wi-Fi 6 มีประกัน 2 ปี",28990,15.6 inch
